From Date,To Date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,BP,SR,TOT-RF,RF,Temp
26-10-2022 00:00,27-10-2022 00:00,114.96,242.75,82.99,50.37,85.09,50.07,17.8,1.42,49.46,0.54,6.74,,,,0.72,204.71,27.6,68.56,738.42,122.47,,None,31.62
27-10-2022 00:00,28-10-2022 00:00,147.79,289.46,95.08,79.62,115.3,48.32,23.89,1.8,47.03,0.78,10.48,,,,0.59,233.28,27.45,74.25,738.39,110.05,,None,31.24
28-10-2022 00:00,29-10-2022 00:00,172.96,318.82,89.68,85.46,117.19,49.13,17.29,1.97,42.12,0.93,17.89,,,,0.47,261.33,27.4,75.89,738.4,103.85,,None,31.05
29-10-2022 00:00,30-10-2022 00:00,188.26,359.38,89.56,92.79,123.07,51.51,15.04,2.88,39.91,1.05,15.59,,,,0.57,241.5,27.33,76.97,738.41,97.53,,1,30.94
30-10-2022 00:00,31-10-2022 00:00,181.09,353.19,87.1,89.56,119.14,51.01,15.26,2.31,48.57,1.01,14.84,,,,0.69,236.15,27.26,75.61,738.4,103.98,,None,30.68
31-10-2022 00:00,01-11-2022 00:00,212.31,379.66,90.6,79.54,112.85,50.57,24.37,1.89,35.85,1.05,12.91,,,,0.57,250.15,27.42,76.49,738.42,98.53,,None,30.26
01-11-2022 00:00,02-11-2022 00:00,209.3,351.51,90.54,47.46,86.74,55.26,15.32,1.17,33.71,0.99,10.96,,,,0.5,272.34,27.65,75.77,738.58,89.78,,None,30.38
02-11-2022 00:00,03-11-2022 00:00,179,353.62,87.08,49.04,86.19,53.74,20.02,1.74,49.8,0.68,9.09,,,,0.94,216.01,27.77,73.25,738.4,101.99,,None,30.75
03-11-2022 00:00,04-11-2022 00:00,317.48,510.45,84.23,49.63,85.15,58.51,13.52,1.6,41.33,0.67,9.18,,,,1.02,203.99,27.95,66.85,738.38,97.52,,None,29.77
04-11-2022 00:00,05-11-2022 00:00,236.52,400.2,89.14,77.98,110.81,59.17,15.38,1.6,24.73,0.94,25.32,,,,0.53,275.6,27.32,77.95,738.37,76.43,,None,30.93
05-11-2022 00:00,06-11-2022 00:00,137.96,227.45,64.09,32.87,60.82,56.59,13.69,1.03,27.22,0.59,5.97,,,,0.85,272.3,27.49,82.88,738.65,86.82,,None,31.03
06-11-2022 00:00,07-11-2022 00:00,135.29,231.94,69.61,42,71.17,52.58,11.66,0.37,37.38,0.52,5.66,,,,0.61,243.57,27.8,80.6,738.73,91.57,,None,30.76
07-11-2022 00:00,08-11-2022 00:00,144.05,258.71,68.17,44.06,72.08,47.78,12.9,1.53,32.51,0.54,5.65,,,,0.58,266.28,28.2,76.14,738.7,100.91,,1,30.81
08-11-2022 00:00,09-11-2022 00:00,176.99,292.22,57.03,25.12,50.77,51.75,13.01,0.67,32.05,0.66,6.35,,,,0.88,230.98,27.47,78.76,738.68,66.67,,None,31.06
09-11-2022 00:00,10-11-2022 00:00,131.76,243.2,65.22,38.66,66.13,43.72,15.79,1.63,29.03,0.53,6.98,,,,0.57,266.46,27.18,69.74,738.52,88.74,,None,30.89
10-11-2022 00:00,11-11-2022 00:00,173.18,299.52,71.97,45.89,75.59,49.09,12.87,1.53,38.64,0.62,7.88,,,,0.79,225.91,27.17,73.52,738.71,83.99,,None,30.83
11-11-2022 00:00,12-11-2022 00:00,135.22,262.62,72.47,23.16,57.38,42.38,16.15,0.7,38.27,0.41,6.03,,,,1.74,172.45,27.18,60.23,738.68,102.38,,None,30.8
12-11-2022 00:00,13-11-2022 00:00,119.62,250.17,76.3,21.37,57.95,39.31,15.29,1.54,46.41,0.37,5.66,,,,2.02,177.65,26.89,52.42,738.56,105.28,,None,30.99
13-11-2022 00:00,14-11-2022 00:00,110.66,231.67,90.93,42.64,83.03,40.69,20.64,1.36,47.12,0.4,6.77,,,,1.27,194.56,26.1,57.07,738.38,96.18,,None,30.95
14-11-2022 00:00,15-11-2022 00:00,136.33,258.67,100.06,75.68,114.76,47.22,15.34,1.46,32.94,0.69,22.21,,,,0.7,248.69,26.31,66.35,738.48,88.95,,None,31.14
15-11-2022 00:00,16-11-2022 00:00,76.49,189.58,87.73,71.29,104.62,42.17,11.89,1.73,25.23,0.46,7.96,,,,0.66,198.3,26.48,65.67,738.42,80.34,,None,30.41
16-11-2022 00:00,17-11-2022 00:00,75.53,170.29,76.66,24.02,60.3,39.43,6,0.57,38.21,0.35,6.57,,,,1.77,187.25,26.45,55.21,738.38,95.9,,None,29.92
17-11-2022 00:00,18-11-2022 00:00,90.12,196.99,75.1,24.09,59.53,40.33,8.08,1.03,42.52,0.25,4.54,,,,1.97,180.15,25.25,59.62,738.33,91.7,,None,30.53
18-11-2022 00:00,19-11-2022 00:00,114.63,240.82,91.01,63.15,99.75,39.07,10.83,1.1,34.22,0.39,6.22,,,,1.2,182.12,24.95,58.55,738.37,95.8,,None,30.52
19-11-2022 00:00,20-11-2022 00:00,123.14,276.77,94.34,80.34,115.5,40.14,8.75,1.53,26.82,0.48,8.89,,,,0.63,205.31,24.38,63.98,738.36,83.19,,None,29.52
20-11-2022 00:00,21-11-2022 00:00,124.07,252.28,100.32,56.36,99.18,41.2,11,1.29,28.14,0.46,7.84,,,,1.01,172.97,25.02,59.73,738.35,90.78,,None,29.44
21-11-2022 00:00,22-11-2022 00:00,96.92,210.93,93.18,42.15,83.83,40.34,7.29,1.29,32.09,0.35,5.19,,,,1.48,174.83,25.27,57.35,738.33,91.08,,None,30.16
22-11-2022 00:00,23-11-2022 00:00,74.62,195.18,87.65,38.26,77.73,37.36,10.51,0.9,32.15,0.33,5.58,,,,1.58,176.05,25.14,54.53,738.34,92.72,,None,30.9
23-11-2022 00:00,24-11-2022 00:00,88.71,231.27,91.63,60.71,98.09,37.02,13.9,1.3,29.83,0.4,8.07,,,,1.63,168.98,25.13,51.5,738.33,92.35,,None,30.35
24-11-2022 00:00,25-11-2022 00:00,74.55,208.04,91.82,88.05,120.43,35.31,11.11,2.45,33.38,0.34,6.01,,,,1.51,196.36,24.84,57.05,738.33,89.72,,None,29.34
25-11-2022 00:00,26-11-2022 00:00,133.22,274.15,112.14,95.82,137.54,47.2,10.44,1.38,27.46,0.7,12.98,,,,0.67,237.04,23.99,66.12,738.34,80.31,,None,30.73
26-11-2022 00:00,27-11-2022 00:00,119.71,259.63,94.91,54.64,94.9,49.54,11.81,1.64,54.48,0.42,5.98,,,,1.07,188.46,24.5,60.72,738.33,85.36,,None,31.35
27-11-2022 00:00,28-11-2022 00:00,119.79,251.93,105,115.68,149.9,45.08,12.47,2.09,50.06,0.52,8.74,,,,0.72,218.04,23.86,67.24,737.94,81.68,,None,31.43
28-11-2022 00:00,29-11-2022 00:00,124.66,252.92,103.9,111.54,145.94,44.29,9.21,2.07,39.43,0.53,12.49,,,,0.55,243.9,23.15,71.07,737.97,79.28,,None,30.66
29-11-2022 00:00,30-11-2022 00:00,147.68,293.6,113.51,119.01,157.13,47.49,5.6,2.15,30.9,0.52,10.69,,,,0.49,242.62,23.34,74.43,738.12,72.44,,None,30.38
30-11-2022 00:00,01-12-2022 00:00,191.86,374.19,114.98,128.84,165.91,52.85,12.37,2.89,43.6,0.69,13.36,,,,0.69,218.72,23.34,77.56,738.33,67.97,,None,30.31
01-12-2022 00:00,02-12-2022 00:00,163.47,318.48,117.28,139.69,175.96,49.78,11.98,2.79,45.39,0.61,12.17,,,,0.98,215.83,23.6,73.33,738.31,73.42,,1,30.49
02-12-2022 00:00,03-12-2022 00:00,177.45,348.65,146.21,195.66,236.85,52.76,11.65,3.35,32.15,0.94,13.57,,,,0.55,236.12,23.48,76.84,738.27,67.47,,None,30.79
03-12-2022 00:00,04-12-2022 00:00,211.29,377.84,140.73,163.2,206.94,14.5,13.4,3.04,31.23,0.7,13.97,,,,0.46,274.63,23.2,79.38,738.26,58.01,,0.5,31.22
04-12-2022 00:00,05-12-2022 00:00,196.74,345.1,131,157.1,197.4,0,6.1,2.96,55.83,0.8,16.06,,,,0.71,206.51,23.26,75.32,738.29,67.27,,None,31.26
05-12-2022 00:00,06-12-2022 00:00,128.8,269.25,113.82,127.22,163.97,0,7.49,1.89,56.3,0.56,8.6,,,,0.66,195.86,23.02,73.24,738.33,73.06,,1,31.11
06-12-2022 00:00,07-12-2022 00:00,117.09,243.15,94.68,30.3,74.46,33.64,5.8,1.03,76.28,0.4,6.49,,,,1.95,171.21,23.86,64.87,738.3,64.98,,None,31.12
07-12-2022 00:00,08-12-2022 00:00,95.01,221.66,92.8,24.9,69.6,33.18,15.53,1.19,57.38,0.34,4.02,,,,2.21,170.69,23.98,62.95,738.3,72.05,,None,31.09
08-12-2022 00:00,09-12-2022 00:00,102.23,214.33,97.28,27.98,74.49,33.76,17.16,1.06,61.45,0.39,5.25,,,,1.5,175.95,23.88,66.42,738.31,69.31,,None,31.83
09-12-2022 00:00,10-12-2022 00:00,128.68,262.69,106.57,90.54,130.29,33.13,11.38,2.08,76.59,0.56,8.49,,,,0.79,218.38,23.52,72.03,738.32,71.64,,None,32.43
10-12-2022 00:00,11-12-2022 00:00,151.08,274.77,103.66,54.63,99.55,37.89,9.1,1.12,49.96,0.54,6.47,,,,0.69,196.92,23.94,73.03,738.19,68.34,,None,32.42
11-12-2022 00:00,12-12-2022 00:00,92.21,189.14,95.75,25.08,71.32,39.99,14.05,0.79,51.27,0.39,4.16,,,,1.34,179.48,25.29,64.82,738.34,71.98,,None,32.51
12-12-2022 00:00,13-12-2022 00:00,64.55,164,89.38,26.37,68.98,38.1,15.6,0.89,52.16,0.27,3.89,,,,1.78,176.02,25.06,57.3,738.32,73.22,,None,31.7
13-12-2022 00:00,14-12-2022 00:00,39.84,141.75,73.44,9.55,46.83,39.95,11.52,0.68,53.88,0.18,3.19,,,,2.56,180.14,25.24,52.23,738.36,72.66,,None,30.23
14-12-2022 00:00,15-12-2022 00:00,48.78,136.78,68.12,7.18,42.07,40.09,8.13,0.79,49.81,0.18,2.13,,,,2.25,185.96,23.62,56.74,738.31,75.47,,None,31.25
15-12-2022 00:00,16-12-2022 00:00,66.42,174.78,89.36,25.21,68.04,34.52,13.81,1,46.45,0.24,4.17,,,,1.76,168.95,23.08,55.67,738.22,72.91,,None,30.28
16-12-2022 00:00,17-12-2022 00:00,102.78,230.75,101.02,87.45,124.01,35.11,17.32,2.01,51.34,0.35,6.25,,,,0.99,212.39,22.07,68.52,737.95,63.69,,None,30.45
17-12-2022 00:00,18-12-2022 00:00,140.34,266.31,99.04,102.82,136.27,41.61,8.24,2.03,48.44,0.5,8.17,,,,0.9,209.07,22.02,73.56,737.99,69.83,,None,31.2
18-12-2022 00:00,19-12-2022 00:00,213,343.23,99.29,64.86,105.55,39.47,4.64,1.36,37.69,0.55,8.66,,,,0.6,212.12,21.8,81.3,738.08,57.54,,None,30.64
19-12-2022 00:00,20-12-2022 00:00,182.78,290.09,88.26,50.67,88.14,45.21,5.31,1.47,29.36,0.47,4.54,,,,0.72,198.06,21.55,77.62,737.97,61.38,,1,30.64
20-12-2022 00:00,21-12-2022 00:00,144.9,233.99,80.09,21.21,59.85,43.56,6.71,1,23.51,0.37,4.27,,,,0.99,195.92,21.08,75.03,737.7,63.89,,1,30.5
21-12-2022 00:00,22-12-2022 00:00,115.02,198.4,70.46,16.06,50.53,42.96,3.18,0.98,22.52,0.28,2.19,,,,1.13,212.9,20.78,75.14,737.83,62.18,,None,30.53
22-12-2022 00:00,23-12-2022 00:00,115.9,219.39,73.15,32.15,65.05,41.58,4.81,1.3,14.25,0.3,2.6,,,,1.17,199.64,19.89,81.77,737.63,53.21,,None,30.56
23-12-2022 00:00,24-12-2022 00:00,114.26,188.53,77.17,22.44,59.3,40.87,1.86,1.19,20.77,0.36,3,,,,0.97,229.69,20.04,74.78,737.59,58.36,,1,30.58
24-12-2022 00:00,25-12-2022 00:00,111.59,201.25,83.31,16.97,58.16,39.46,11.23,0.92,28.71,0.34,3.49,,,,1.7,191.2,20.66,74.82,737.68,64.81,,None,30.28
25-12-2022 00:00,26-12-2022 00:00,126.13,226.8,75.76,10.06,48.46,41.44,8.87,1.01,24.86,0.31,2.56,,,,1.69,197.5,18.69,84.19,737.6,57.74,,None,29.68
26-12-2022 00:00,27-12-2022 00:00,109.64,192.59,79.51,20.97,59.34,44.44,9.42,1.16,10.69,0.3,2.61,,,,1.39,195.94,18.22,86.64,737.71,39.4,,None,30.25
27-12-2022 00:00,28-12-2022 00:00,125.62,207.7,90.3,17.07,61.91,39.66,6.55,1.11,24.32,0.38,3.73,,,,2.11,178.21,19.71,71.23,738,60.29,,1,29.92
28-12-2022 00:00,29-12-2022 00:00,105.24,212.84,83.31,8.41,51.15,41.2,9.66,0.89,46.81,0.35,3.3,,,,2.61,174.05,21.89,67.16,738.25,66.61,,None,29.75
29-12-2022 00:00,30-12-2022 00:00,146.94,244.46,93.84,14.99,62.1,42.92,18.61,1.16,15.09,0.26,4.35,,,,1.09,215.21,22.23,68.33,738.3,56.22,,None,30.01
30-12-2022 00:00,31-12-2022 00:00,176.96,273.42,79.04,30.1,65.85,47.8,14.62,1.73,24.09,0.39,2.64,,,,0.82,240.72,21.29,82.83,738.29,49.08,,None,30.08
31-12-2022 00:00,01-01-2023 00:00,122.81,214.62,81.35,17.23,57.27,43.51,8.21,0.7,24.84,0.36,3.21,,,,2.24,177.62,21.51,82.29,738.29,64.93,,None,29.89
01-01-2023 00:00,02-01-2023 00:00,108.57,176.71,90.34,33.22,75.07,43.25,15.73,1.13,46.63,0.33,4.23,,,,0.94,211.77,21.22,77.26,738.32,62.27,,None,29.97
02-01-2023 00:00,03-01-2023 00:00,125.62,190.38,75.31,13.87,51.34,50.06,9.1,0.92,22.15,0.28,2.17,,,,0.95,244.41,20.27,82.1,738.23,48.78,,None,29.99
03-01-2023 00:00,04-01-2023 00:00,161.88,236.82,71.89,13.83,49.48,45.02,59.33,0.77,17.28,0.21,1.92,,,,1.08,212.71,19.66,81.17,738.23,40.39,,None,29.81
04-01-2023 00:00,05-01-2023 00:00,118.05,286.43,84.35,42.03,79.03,41.62,21.74,1.09,8.91,0.22,2.45,,,,1.31,209.56,17.86,84.34,738.02,43.23,,None,28.99
05-01-2023 00:00,06-01-2023 00:00,133.2,251.71,78.73,32.45,68.26,46.61,24.63,1.34,12.84,0.26,2.36,,,,0.93,231.89,17.52,81.91,738.17,42.9,,1,28.55
